lookAtPositionX,lookAtPositionY,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,facePositionX,facePositionY,facePositionZ,faceEulerAnglesX,faceEulerAnglesY,faceEulerAnglesZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,leftEyeEulerAnglesX,leftEyeEulerAnglesY,leftEyeEulerAnglesZ,rightEyePositionX,rightEyePositionY,rightEyePositionY,rightEyeEulerAnglesX,rightEyeEulerAnglesY,rightEyeEulerAnglesZ
0.5,0.0,0.0017188583,0.03795575,0.15588245,0.0,0.0,0.16355257,0.025760207,0.0017320145,0.038493186,0.0,0.037863743,0.0,0.16354723,0.025660321,0.16191527,0.16673753,0.09957682,0.0,0.0,0.0341552,0.03299616,0.025618285,0.062906355,0.07664859,0.4727375,0.61258614,0.3585286,0.7445689,0.59257084,0.52217174,0.5163771,0.5143844,0.51353425,0.511646,0.452401,0.4988928,0.48350883,0.5144885,0.5135334,0.51176053,0.48843816,0.49972802
0.5,0.0,0.00018182279,0.0,0.2027212,0.0,0.0007387533,0.16868624,0.044316124,0.00018303872,0.0,0.0,0.084571354,0.00017294039,0.16866747,0.044050753,0.16421002,0.1672758,0.10072417,0.0,0.0,0.034281023,0.032907076,0.025120748,0.06241306,0.074812956,0.47270906,0.6119751,0.35822934,0.7475018,0.5893836,0.52010214,0.51638913,0.51439863,0.51358974,0.49983847,0.43808168,0.50001997,0.48347867,0.51451135,0.51359123,0.4999631,0.47416845,0.5000019
0.5,0.5,0.23437944,0.2890052,0.09619879,0.0,0.0,0.1214497,2.3931699e-09,0.23365107,0.2898576,0.020978807,0.0,0.0,0.121443324,2.4033369e-09,0.105768144,0.10863451,0.14845434,0.0,0.0,0.034122683,0.04458472,0.03466235,0.08185155,0.0844853,0.46930116,0.62491024,0.36528724,0.73639846,0.60363275,0.51565105,0.51646566,0.51448226,0.51371336,0.58842105,0.47107545,0.494834,0.4834295,0.5145874,0.5137534,0.588539,0.5063079,0.5011288
0.5,0.5,0.21787153,0.26761422,0.11466467,0.0,0.0,0.119041264,1.9813884e-10,0.21673033,0.2686477,0.0028703022,0.0,0.0,0.11903375,1.9898076e-10,0.11460198,0.11843971,0.13884579,0.0,0.0,0.03251692,0.042580105,0.031781618,0.0752855,0.07856649,0.4706269,0.6226262,0.36480135,0.7362726,0.5906197,0.5180429,0.51646566,0.51448226,0.51371336,0.58199364,0.46553305,0.4943014,0.4834295,0.5145874,0.5137534,0.582112,0.500953,0.50015795
0.5,0.5,0.22189957,0.28714952,0.09010788,0.0,0.0,0.12284194,1.6404605e-11,0.2207174,0.2879262,0.02745548,0.0,0.0,0.12283784,1.6474313e-11,0.107015334,0.11088716,0.13983224,0.0,0.0,0.03417282,0.04209943,0.03111985,0.07420954,0.07787844,0.47232342,0.6228558,0.3647499,0.7342777,0.59103274,0.51395184,0.51647615,0.5144758,0.5137439,0.5878347,0.47290075,0.4951924,0.48342282,0.514582,0.5137821,0.5879538,0.5082563,0.50146747
0.5,1.0,0.54207444,0.27671182,0.02003989,0.0,0.0,0.14365375,3.621887e-20,0.54194623,0.2766759,0.09855766,0.0,0.0,0.14356677,3.6372812e-20,0.24950658,0.2496583,0.20696917,0.002010113,0.0020427487,0.07073356,0.07719556,0.0662468,0.20735653,0.18639994,0.41316125,0.620636,0.38597864,0.78109425,0.79797983,0.5286707,0.51649374,0.5144846,0.5137636,0.58452624,0.49394473,0.49896652,0.4833952,0.5146015,0.513812,0.5846596,0.5296524,0.5050661
0.5,1.0,0.47651207,0.26253137,0.027337495,0.0,0.0,0.21107994,2.9986856e-21,0.4768746,0.26259556,0.09247192,0.0,0.0,0.2100115,3.0114326e-21,0.36819074,0.36948952,0.183901,0.00016642442,0.00016912649,0.086947285,0.07431796,0.07928617,0.1700817,0.15854976,0.38601243,0.6144322,0.41651276,0.8037815,0.9543392,0.5444461,0.51649374,0.5144846,0.5137636,0.5801966,0.49175793,0.49866664,0.4833952,0.5146015,0.513812,0.5803312,0.5278815,0.504516
0.5,1.0,0.5303059,0.18759874,0.029469788,0.0,0.0,0.26610422,2.4827182e-22,0.53174317,0.18778549,0.090196826,0.0,0.0,0.26246777,2.4932713e-22,0.3840874,0.38422543,0.18878637,1.3778849e-05,1.400258e-05,0.0933449,0.088063,0.09375098,0.17514175,0.15948442,0.38194865,0.6112652,0.42191917,0.8357531,0.97710204,0.572417,0.51650673,0.51447475,0.51375437,0.5574929,0.49099323,0.4989598,0.48338118,0.51459235,0.5138031,0.55762714,0.5273025,0.5031591
1.0,1.0,0.5389166,0.33473897,0.03614837,0.0,0.0,0.16277,5.9561307e-31,0.53904825,0.33483028,0.08356364,0.0,0.0,0.16278747,5.981449e-31,0.26278558,0.26631397,0.18903276,3.3055945e-14,3.3592646e-14,0.06579283,0.06325075,0.06800353,0.13597974,0.1441332,0.38689536,0.61233383,0.41764718,0.7476034,0.9463642,0.52933383,0.5165176,0.51441044,0.5137329,0.6022608,0.48918566,0.49775705,0.48336548,0.5145296,0.513766,0.60239416,0.52498704,0.50518745
1.0,1.0,0.48742774,0.31851375,0.043842673,0.0,0.0,0.17755261,4.931289e-32,0.48793226,0.31872937,0.07568015,0.0,0.0,0.17755711,4.952251e-32,0.2596844,0.2610882,0.19251741,2.7368172e-15,2.781251e-15,0.06880344,0.06257272,0.06831007,0.13874166,0.14634614,0.38855028,0.61097234,0.41579005,0.7592929,0.9405668,0.5371627,0.5165176,0.51441044,0.5137329,0.59736174,0.48683932,0.49740475,0.48336548,0.5145296,0.513766,0.5974951,0.52265954,0.5044736
1.0,1.0,0.5535683,0.3025391,0.058241963,0.0,0.0,0.17925774,4.0827854e-33,0.553484,0.3029569,0.061573304,0.0,0.0,0.17923366,4.10014e-33,0.25689095,0.2578325,0.20516026,2.2659055e-16,2.3026953e-16,0.06880163,0.064458534,0.06742209,0.13976853,0.14473955,0.38765508,0.60913223,0.41566163,0.76411796,0.94683194,0.54114056,0.51651883,0.5143962,0.5137247,0.59240615,0.48252463,0.49673375,0.4833657,0.5145164,0.5137558,0.5925406,0.51849675,0.5034622